update,condition,minimal_avg-fitness,minimal_avg-offspring-cost,minimal_avg-energy-acq-rate,minimal_pop-size,selective_avg-fitness,selective_avg-offspring-cost,selective_avg-energy-acq-rate,selective_pop-size,rich_avg-fitness,rich_avg-offspring-cost,rich_avg-energy-acq-rate,rich_pop-size
123,mutant-only,0.183010537,262.5335121,48.04289544,383,0.253972077,262.6894737,66.70263158,387,0.182892777,262.2245509,47.95808383,343
124,mutant-only,0.183037257,262.5456919,48.05221932,391,0.253786339,262.687664,66.65354331,388,0.183259198,262.0114286,47.96571429,358
125,mutant-only,0.183043806,262.5279188,48.05076142,400,0.252485074,263.0603675,66.4015748,389,0.183186933,262.066482,47.95844875,370
126,mutant-only,0.182891986,262.6153846,48.0248139,409,0.253753029,263.0671835,66.73643411,395,0.182777326,262.3753425,47.95342466,374
127,mutant-only,0.182897645,262.6461916,48.03194103,413,0.253390041,262.8833747,66.59801489,412,0.182775848,262.395664,47.95663957,377
128,mutant-only,0.182809599,262.7426471,48.0245098,414,0.25241706,262.911007,66.34660422,435,0.182777775,262.3929539,47.95663957,377
129,mutant-only,0.182831458,262.75,48.03186275,414,0.252513183,262.9400922,66.37788018,443,0.182778933,262.3918919,47.95675676,378
130,mutant-only,0.182870626,262.6674641,48.02870813,424,0.253376596,262.9400922,66.60368664,443,0.182769991,262.408,47.95733333,384
131,mutant-only,0.1828064,263.3732719,48.06451613,441,0.253765468,262.8045977,66.67126437,444,0.182688805,262.4005236,47.93455497,390
132,mutant-only,0.182826771,263.3665158,48.07013575,450,0.255738019,262.7900677,67.1986456,450,0.182800319,262.4045226,47.96482412,407
133,mutant-only,0.182879042,263.3200883,48.07726269,463,0.255876985,262.756044,67.22637363,466,0.182790224,262.4396135,47.96859903,423
134,mutant-only,0.182863221,263.2894168,48.06911447,472,0.254451398,262.8319328,66.8802521,487,0.182643422,262.5774648,47.95305164,436
135,mutant-only,0.18271001,263.6220807,48.07006369,479,0.253369251,263.1971545,66.65447154,502,0.182642986,262.5674419,47.95116279,440
136,mutant-only,0.18250672,264.0063425,48.05073996,482,0.256019882,262.979716,67.20081136,504,0.18264003,262.5747126,47.95172414,444
137,mutant-only,0.182512562,264.0104603,48.05439331,487,0.255604472,262.9556452,67.08467742,506,0.182626387,262.5825688,47.94954128,444
138,mutant-only,0.182516195,263.9958071,48.0524109,487,0.255673209,262.9562624,67.10536779,512,0.182635324,262.5707763,47.94977169,446
139,mutant-only,0.182514888,264.0529532,48.06517312,501,0.255496079,262.98659,67.0651341,533,0.18245962,262.5727069,47.90380313,455
140,mutant-only,0.182799929,263.556213,48.0887574,518,0.257128477,262.7435424,67.42250923,552,0.182477228,262.5783664,47.90949227,460
141,mutant-only,0.182795981,263.539499,48.0867052,530,0.256572885,262.5823009,67.23362832,574,0.182550782,262.5477707,47.92356688,477
142,mutant-only,0.182791978,263.5066163,48.08128544,543,0.255865772,262.5933099,67.04929577,576,0.182512924,262.6160164,47.92607803,494
143,mutant-only,0.183016021,263.0575139,48.07792208,552,0.254106225,262.5839161,66.58391608,579,0.182443436,262.7931034,47.93711968,501
144,mutant-only,0.183020634,263.0441176,48.07720588,557,0.253925973,262.5885417,66.53819444,587,0.182422204,262.7972167,47.93240557,511
145,mutant-only,0.183013568,263.0603291,48.0786106,560,0.253644844,262.4701874,66.43781942,599,0.182409457,262.7968442,47.92899408,514
146,mutant-only,0.183010528,263.0560579,48.07775769,566,0.252066017,262.4713584,66.02782324,624,0.182410338,262.7854331,47.92716535,515
147,mutant-only,0.182964581,263.0642857,48.06785714,573,0.251926517,262.5323855,66.00631912,645,0.182388919,262.7996109,47.92412451,521
148,mutant-only,0.183024672,263.0452962,48.08188153,591,0.250265838,262.6046875,65.5859375,653,0.182380511,262.7934363,47.92084942,526
149,mutant-only,0.183055225,263.0409556,48.09044369,600,0.251418959,262.5443235,65.87869362,656,0.182501938,262.7712665,47.9489603,538
150,mutant-only,0.183125874,263.0150754,48.10552764,613,0.251044977,262.1984615,65.61230769,663,0.182559155,262.7572993,47.96167883,558
151,mutant-only,0.182921601,263.5430464,48.09437086,620,0.255827745,262.1621622,66.85735736,677,0.182533013,262.8092692,47.96434938,574
152,mutant-only,0.182922417,263.5098039,48.08986928,629,0.253341177,262.3474453,66.26861314,698,0.18253769,262.8251748,47.96853147,585
153,mutant-only,0.182901378,263.5170732,48.08617886,632,0.256488465,262.3730496,67.11205674,717,0.182419489,262.9720768,47.96160558,588
154,mutant-only,0.182902119,263.5305466,48.09003215,639,0.2571133,262.2639665,67.22346369,727,0.182400297,262.9722222,47.95659722,592
155,mutant-only,0.182913662,263.5382166,48.0955414,645,0.257181852,262.3041667,67.25,731,0.182403608,262.9794168,47.95883362,598
156,mutant-only,0.182938873,263.5290424,48.10204082,654,0.258414117,262.5586207,67.70758621,736,0.182358033,263,47.95051195,600
157,mutant-only,0.182943057,263.5287714,48.10419907,661,0.259877817,262.2309783,67.9375,748,0.182365303,263,47.95286195,609
158,mutant-only,0.182979326,263.5113464,48.11346445,677,0.257400136,262.1877497,67.28362184,762,0.182466349,262.9059406,47.96369637,624
159,mutant-only,0.18313522,263.3084948,48.10134128,686,0.256408292,262.2561769,67.08842653,781,0.182520691,262.8518519,47.96940419,641
160,mutant-only,0.183101688,263.297654,48.09237537,696,0.254773313,262.0854592,66.60204082,795,0.182372889,262.9165354,47.94173228,654
161,mutant-only,0.183115443,263.2724638,48.09275362,704,0.25529293,261.7789072,66.59212198,798,0.182534272,262.8235294,47.96904025,665
162,mutant-only,0.183137313,263.2507205,48.09510086,708,0.255085687,261.8238276,66.54752852,801,0.182486551,262.8440367,47.96024465,672
163,mutant-only,0.183108269,263.2797704,48.09325681,712,0.253878304,261.6750948,66.1289507,805,0.182470497,262.8432268,47.95585997,675
164,mutant-only,0.183114296,263.2905501,48.09873061,722,0.254606496,261.5584577,66.20273632,818,0.182469207,262.8381241,47.95461422,679
165,mutant-only,0.183152794,263.2966574,48.11142061,732,0.255374443,261.5686275,66.41176471,830,0.182414384,262.8986384,47.95007564,681
166,mutant-only,0.183286189,262.8184319,48.10729023,744,0.253919316,261.5781818,66.03636364,839,0.18246191,262.8753709,47.95845697,693
167,mutant-only,0.183266912,262.8102981,48.10162602,754,0.254252824,261.4443099,66.12469734,842,0.182492595,262.8958032,47.96960926,711
168,mutant-only,0.18330878,262.6702413,48.07238606,764,0.256253469,261.2808717,66.58474576,842,0.18245019,262.9291785,47.96458924,724
169,mutant-only,0.183276689,262.6352785,48.05835544,774,0.257473083,261.3120482,66.91204819,845,0.182386726,262.963939,47.95423024,735
170,mutant-only,0.183242976,262.675,48.05657895,780,0.256975487,261.284689,66.72368421,852,0.18233683,263.0177353,47.95088677,746
171,mutant-only,0.183110231,263.095176,48.0547588,785,0.253399541,261.4490521,65.97630332,862,0.182226218,263.361413,47.94972826,750
172,mutant-only,0.183094044,263.1254851,48.05692109,791,0.255064694,261.3758865,66.39598109,865,0.182250237,263.3067568,47.9472973,754
173,mutant-only,0.183254484,263.007722,48.06306306,795,0.256723382,261.1031653,66.68933177,869,0.182256611,263.2978437,47.94743935,756
174,mutant-only,0.183249633,263.0165394,48.0648855,803,0.256996624,260.7005848,66.58830409,870,0.182249821,263.2864793,47.9437751,760
175,mutant-only,0.18327101,263.0576441,48.07894737,815,0.257405492,260.4935823,66.60093349,873,0.182248217,263.3025099,47.94583884,771
176,mutant-only,0.183222608,263.1201502,48.07634543,821,0.258023807,260.5127907,66.76395349,877,0.18225735,263.3041775,47.94908616,782
177,mutant-only,0.183248907,263.0521739,48.07329193,829,0.256508761,260.7748268,66.51732102,884,0.18231194,263.250646,47.95478036,790
178,mutant-only,0.183515933,262.7874693,48.06756757,840,0.25610146,260.8892734,66.49365629,886,0.182310894,263.2657253,47.957638,797
179,mutant-only,0.183522872,262.7890244,48.07073171,843,0.256255655,260.8843931,66.53179191,887,0.182414736,262.9481013,47.96075949,808
180,mutant-only,0.183547418,262.7958688,48.07897934,845,0.256967468,261.0645161,66.69930876,890,0.182330003,262.9384422,47.93718593,814
181,mutant-only,0.183504281,262.8452237,48.07738815,848,0.256734354,260.8094145,66.51320321,891,0.182318794,262.9500624,47.93632959,819
182,mutant-only,0.183514774,262.8385542,48.07951807,850,0.25613138,260.5493119,66.22018349,892,0.182316253,262.9491315,47.93548387,824
183,mutant-only,0.183460735,263.0202381,48.08928571,859,0.255339918,260.7899543,66.13926941,895,0.18233622,262.9283066,47.93695921,828
184,mutant-only,0.183454647,262.9881657,48.08284024,864,0.256370177,260.8246014,66.42482916,896,0.182396515,262.8757613,47.94397077,836
185,mutant-only,0.183604037,262.8247059,48.08,867,0.25774091,260.6343964,66.69589977,896,0.18240333,262.8849879,47.94673123,841
186,mutant-only,0.183562959,262.8382181,48.07151231,871,0.25833783,260.461975,66.79682179,898,0.182417172,262.9098558,47.95432692,847
187,mutant-only,0.183553276,262.8466899,48.07200929,878,0.260239778,260.4290579,67.29398411,899,0.182429036,262.9655582,47.96674584,859
188,mutant-only,0.183638873,262.7450753,48.06257242,879,0.261184729,260.4165721,67.45629966,898,0.182425112,262.947929,47.96331361,863
189,mutant-only,0.184015155,262.0848837,48.07674419,880,0.259342553,260.4340474,67.11612176,899,0.182412082,262.9611307,47.9623086,868
190,mutant-only,0.18390389,262.4837587,48.0812065,881,0.258887074,260.3898305,66.89378531,900,0.182322892,262.9753231,47.94124559,868
191,mutant-only,0.184031629,262.1135574,48.08690614,883,0.257168089,260.1790541,66.33220721,899,0.182313715,262.9823737,47.94007051,867
192,mutant-only,0.184066393,262.0983796,48.09259259,885,0.257139726,260.3325843,66.45842697,899,0.182384072,262.9170561,47.94742991,872
193,mutant-only,0.183525814,262.561707,48.0899654,888,0.258187045,260.1552306,66.59055118,899,0.18238234,262.9387283,47.95028902,878
194,mutant-only,0.183536338,262.5028769,48.08285386,889,0.257781448,260.1447811,66.48597082,899,0.18241698,262.9411765,47.95963091,880
195,mutant-only,0.183589812,262.4423963,48.07142857,891,0.258474006,260.0505618,66.66966292,899,0.182440596,262.9091954,47.96091954,886
196,mutant-only,0.183569329,262.4100802,48.06071019,892,0.258479439,260.0258137,66.74747475,900,0.182425913,262.9402985,47.96211251,889
197,mutant-only,0.183560315,262.418578,48.05963303,892,0.25866069,260.0505051,66.8047138,900,0.182427597,262.9435484,47.96313364,889
198,mutant-only,0.183666393,262.3138603,48.05498282,892,0.259274241,260.0538721,66.9674523,900,0.182380645,262.9908362,47.95876289,891
199,mutant-only,0.183728958,262.2822857,48.06514286,892,0.25696657,260.1079865,66.36220472,899,0.182377953,262.9885584,47.9576659,892
200,mutant-only,0.183864564,262.1931429,48.072,893,0.257115367,259.8987627,66.25534308,900,0.182358736,263.0011442,47.95423341,892
201,mutant-only,0.183763825,262.2803204,48.07551487,893,0.258488971,259.9109357,66.62006764,900,0.182338892,262.8649886,47.92677346,893
202,mutant-only,0.183707333,262.3276256,48.07876712,894,0.259174508,260.3050847,66.93220339,900,0.182350452,262.7785388,47.91552511,893
203,mutant-only,0.183683631,262.3280182,48.07289294,894,0.258544893,260.0508475,66.76949153,900,0.182486082,262.7818182,47.95113636,898
204,mutant-only,0.183829041,261.8045455,48.04090909,895,0.258159526,259.9300226,66.53950339,899,0.18248407,262.7789116,47.95011338,899
205,mutant-only,0.183927149,261.6939704,48.03299204,897,0.256017203,260.0542373,66.01468927,899,0.182477045,262.8006834,47.95216401,899
206,mutant-only,0.183919747,261.7150965,48.03518729,897,0.258337151,259.7257336,66.48419865,900,0.18245039,262.8143508,47.9476082,899
207,mutant-only,0.183926755,261.7165533,48.03741497,898,0.257890588,259.7556561,66.3699095,900,0.18242145,262.8737201,47.94994312,899
208,mutant-only,0.184270515,261.4269536,48.04416761,897,0.256984033,259.7110609,66.10948081,900,0.182460886,262.8299087,47.95319635,899
209,mutant-only,0.184159712,261.5554299,48.0520362,898,0.25637484,259.7389831,65.95706215,900,0.18247752,262.8485194,47.96013667,899
210,mutant-only,0.184032461,261.6957014,48.04864253,899,0.257380026,259.479638,66.13574661,900,0.182484844,262.856492,47.96355353,900
211,mutant-only,0.184117381,261.668187,48.0649943,899,0.257092131,259.0760499,65.87968218,900,0.182562592,262.890411,47.98972603,900
212,mutant-only,0.18412556,261.6401816,48.06242906,899,0.256690752,259.0056818,65.79772727,900,0.182610353,262.8973774,48.00342075,900
213,mutant-only,0.184058563,261.6579545,48.04545455,899,0.258292914,258.8637911,66.00113507,900,0.182672908,262.8196347,48,900
