update,condition,minimal_avg.fitness,minimal_avg.offspring.cost,minimal_avg.energy.acq.rate,minimal_pop.size,selective_avg.fitness,selective_avg.offspring.cost,selective_avg.energy.acq.rate,selective_pop.size,rich_avg.fitness,rich_avg.offspring.cost,rich_avg.energy.acq.rate,rich_pop.size
95,wildtype-only,0.357640725,131.7775176,46.94847775,874,0.248738588,188.8720379,46.95734597,431,0.358251195,131.1518387,46.96678529,870
96,wildtype-only,0.357805401,131.6465817,46.96060255,878,0.248669074,188.981982,46.95945946,454,0.357995705,131.2879147,46.96563981,871
97,wildtype-only,0.357640557,131.7258065,46.9562212,885,0.248695331,188.9630435,46.96086957,471,0.358032859,131.2779741,46.96702002,874
98,wildtype-only,0.356907219,132.2747126,46.94942529,889,0.248734437,188.9341826,46.96178344,481,0.357869239,131.4836449,46.97079439,882
99,wildtype-only,0.357195147,132.0114943,46.94942529,891,0.248736526,188.9327731,46.96218487,486,0.35783364,131.4900817,46.96849475,884
100,wildtype-only,0.357161362,132.0230415,46.94930876,895,0.248584683,188.8729167,46.92083333,490,0.357872001,131.4964953,46.97079439,885
101,wildtype-only,0.3574364,131.8083141,46.95150115,897,0.248602862,188.8635438,46.92260692,502,0.357762519,131.522093,46.96627907,886
102,wildtype-only,0.357619651,131.7134638,46.95397008,899,0.248419724,189,46.90909091,527,0.357691995,131.5779817,46.97018349,892
103,wildtype-only,0.356886063,132.2617681,46.94948335,900,0.248546833,188.5410448,46.85261194,549,0.357545788,131.7341772,46.96662831,893
104,wildtype-only,0.357126859,132.0300926,46.94675926,900,0.248611769,188.5656934,46.87043796,562,0.35734043,131.8558352,46.96910755,895
105,wildtype-only,0.357166129,132.0358382,46.95028902,900,0.248705824,188.5815217,46.89130435,566,0.357323327,131.8497706,46.96444954,895
106,wildtype-only,0.35711329,132.1582569,46.9483945,900,0.248715067,188.5780969,46.89228007,571,0.357130085,131.9357798,46.96215596,896
107,wildtype-only,0.357084621,132.1270023,46.93935927,900,0.248658228,188.5367133,46.87237762,583,0.356966873,132.0332188,46.96334479,897
108,wildtype-only,0.356988885,132.2863688,46.93814433,900,0.248770369,188.539629,46.89376054,605,0.356868427,132.1594037,46.95986239,897
109,wildtype-only,0.356366653,132.791762,46.93478261,900,0.248810102,188.5181518,46.8960396,620,0.35697576,131.9793814,46.95418099,898
110,wildtype-only,0.356608167,132.6887872,46.93478261,900,0.24861355,188.4717286,46.84975767,632,0.356992432,131.9816934,46.95652174,898
111,wildtype-only,0.356437195,132.7363014,46.92579909,900,0.248527472,188.4632588,46.83226837,641,0.357367378,131.6867882,46.95671982,900
112,wildtype-only,0.356604644,132.5262557,46.91780822,900,0.248408091,188.6136725,46.83465819,645,0.357227227,131.7590909,46.95568182,900
113,wildtype-only,0.357340109,132.0730594,46.92009132,900,0.248323618,188.6760563,46.83098592,653,0.357416561,131.6424518,46.95459705,900
114,wildtype-only,0.357277271,132.0840909,46.91704545,900,0.248278993,188.6621005,46.82039574,670,0.357512877,131.5899772,46.95558087,900
115,wildtype-only,0.357536204,131.8765572,46.92525481,900,0.248242776,188.5901639,46.79731744,683,0.35779783,131.4485126,46.95881007,900
116,wildtype-only,0.357433167,131.9045455,46.91818182,900,0.248290422,188.5693431,46.80145985,699,0.357557122,131.6613272,46.95537757,900
117,wildtype-only,0.357212135,132.2171429,46.91657143,900,0.248360338,188.5755396,46.81582734,710,0.357753569,131.5709382,46.95652174,900
118,wildtype-only,0.35709076,132.2702395,46.91790194,900,0.248368018,188.4964337,46.80171184,716,0.357722102,131.5761741,46.95418099,900
119,wildtype-only,0.356644918,132.5938567,46.92036405,900,0.248394888,188.4929178,46.80594901,720,0.357689561,131.5876289,46.95418099,900
120,wildtype-only,0.356698063,132.5826682,46.92246294,899,0.248392769,188.4874302,46.80446927,730,0.357840693,131.4077892,46.94959908,900
121,wildtype-only,0.356997084,132.3261608,46.9195923,900,0.248423963,188.4835616,46.80958904,743,0.35763536,131.5143184,46.94959908,900
122,wildtype-only,0.356870401,132.3649718,46.91525424,900,0.248082435,188.8790323,46.81048387,759,0.357619304,131.5223881,46.94948335,899
123,wildtype-only,0.35705026,132.1877828,46.91968326,900,0.248006685,188.8362184,46.78695073,769,0.357567253,131.5286041,46.94508009,900
124,wildtype-only,0.357100933,132.1316686,46.91259932,899,0.248026027,188.828722,46.78919631,779,0.358014092,131.2112514,46.94603904,900
125,wildtype-only,0.35769213,131.5482406,46.91713961,899,0.248134325,188.8595801,46.81627297,782,0.357786589,131.4423963,46.95046083,900
126,wildtype-only,0.357750803,131.537415,46.92403628,900,0.248043671,188.9739583,46.81770833,788,0.357601434,131.5409458,46.9527105,900
127,wildtype-only,0.357884462,131.4835787,46.92412231,900,0.24820799,188.8464516,46.82709677,798,0.357021833,131.8436782,46.95287356,900
128,wildtype-only,0.358184234,131.2497162,46.93303065,900,0.248128849,189.0189394,46.83585859,815,0.356981395,131.9759174,46.95412844,900
129,wildtype-only,0.357851521,131.547619,46.93877551,900,0.248061991,189.1130653,46.83668342,821,0.357036571,131.9643678,46.95402299,900
130,wildtype-only,0.358034106,131.4949153,46.94689266,900,0.24809023,189.0797011,46.83437111,830,0.357433937,131.6513761,46.95642202,900
131,wildtype-only,0.357754786,131.7282976,46.94250282,900,0.248100131,189.0843672,46.83746898,831,0.357035603,131.9473081,46.95647194,900
132,wildtype-only,0.358284731,131.280226,46.94576271,900,0.248134985,189.023399,46.83743842,836,0.357020342,131.9530355,46.95647194,900
133,wildtype-only,0.358527711,131.1693182,46.95113636,900,0.248070556,189.0818071,46.83760684,843,0.356879874,132.0353881,46.95890411,900
134,wildtype-only,0.358812859,131.0637813,46.95899772,900,0.248083941,189.0121951,46.82804878,849,0.356742742,132.1181193,46.96215596,900
135,wildtype-only,0.358767146,131.0798176,46.95553022,900,0.248364246,188.8313253,46.85421687,855,0.356887692,132.0470723,46.96440873,900
136,wildtype-only,0.358696033,131.1410694,46.96245734,900,0.248517943,188.7020507,46.86007238,860,0.357127094,131.9343318,46.96313364,900
137,wildtype-only,0.358167504,131.4982896,46.95781072,900,0.248516455,188.7036145,46.86024096,860,0.356891252,132.1510957,46.96078431,900
138,wildtype-only,0.358133814,131.4994312,46.95335609,900,0.248433689,188.6714628,46.83932854,864,0.356804034,132.1995413,46.95986239,900
139,wildtype-only,0.357874133,131.6321185,46.95102506,900,0.248202706,188.8932384,46.83274021,872,0.35660426,132.3207331,46.95761741,900
140,wildtype-only,0.357911538,131.6174112,46.94959908,900,0.248225568,188.8852071,46.83550296,875,0.356982826,132.1029748,46.95423341,900
141,wildtype-only,0.357935207,131.6225547,46.95397008,900,0.248463904,188.5550296,46.82011834,878,0.356734102,132.7172414,46.95402299,900
142,wildtype-only,0.358366785,131.387471,46.97447796,900,0.248258824,188.8596698,46.83372642,878,0.356837315,132.6498856,46.95308924,900
143,wildtype-only,0.358527812,131.3159722,46.97800926,900,0.248335145,188.7408716,46.82803298,880,0.357085288,132.4364261,46.95761741,900
144,wildtype-only,0.358493281,131.3187067,46.97459584,900,0.248360196,188.7394366,46.83215962,882,0.357353868,132.2706422,46.9483945,900
145,wildtype-only,0.35850486,131.3044983,46.97116494,900,0.248455238,188.6756126,46.83663944,887,0.357388827,132.2703322,46.94959908,900
146,wildtype-only,0.358602428,131.2900232,46.97795824,900,0.248592352,188.6921296,46.86574074,889,0.35763864,132.0320733,46.94501718,900
147,wildtype-only,0.358723653,131.2453704,46.97916667,900,0.248541389,188.7273782,46.85614849,889,0.357038743,132.3172967,46.93928981,900
148,wildtype-only,0.358857294,131.161066,46.97450753,900,0.248317586,188.9269988,46.84588644,891,0.357201577,132.2322654,46.93935927,900
149,wildtype-only,0.358626829,131.2590012,46.97328688,900,0.248342515,189.025463,46.86805556,892,0.357286087,132.1588571,46.93371429,900
150,wildtype-only,0.358940497,131.1193511,46.98030127,900,0.248250476,189.1418685,46.87081892,893,0.357059482,132.3799772,46.93629124,900
151,wildtype-only,0.359088933,131.0673635,46.98606272,900,0.248133623,189.2788018,46.87211982,895,0.357385018,131.9320498,46.93997735,900
152,wildtype-only,0.359377063,130.8420441,46.99186992,900,0.248176812,189.1270208,46.852194,895,0.357409071,131.8992072,46.93884485,900
153,wildtype-only,0.359302464,130.8405122,46.98137369,900,0.248402434,188.9954076,46.87485649,896,0.357268381,132.0147225,46.94563986,900
154,wildtype-only,0.35922625,130.9130939,46.99420626,900,0.248361915,188.9677419,46.86059908,896,0.356995961,132.1271283,46.93984109,900
155,wildtype-only,0.359102589,131.0057937,47,900,0.248423111,188.9606936,46.86936416,897,0.356824405,132.3280363,46.94438138,900
156,wildtype-only,0.358767707,131.4298957,46.99420626,900,0.248271784,188.9988439,46.84508671,898,0.357359301,131.7199546,46.93424036,900
157,wildtype-only,0.358852471,131.3861272,46.99306358,900,0.248196245,189.2528868,46.87182448,898,0.357294235,131.7164009,46.92369021,900
158,wildtype-only,0.359009366,131.3225434,46.99884393,900,0.248156656,189.3615295,46.88412514,898,0.357374293,131.7164009,46.93280182,900
159,wildtype-only,0.359107413,131.2930233,47,900,0.248155694,189.3576389,46.88310185,898,0.357177398,131.826087,46.93020595,900
160,wildtype-only,0.358557824,131.644936,46.99650757,900,0.248245439,188.9861751,46.83410138,899,0.357274389,131.7164179,46.94374282,900
161,wildtype-only,0.35849942,131.6832947,46.99535963,900,0.248296343,188.9307159,46.83256351,900,0.357756241,131.3562428,46.94158076,900
162,wildtype-only,0.358590746,131.6469907,46.99537037,900,0.24818094,189.1875719,46.85385501,899,0.357715767,131.3844394,46.9382151,900
163,wildtype-only,0.358188876,132.1554524,47,899,0.248142777,189.1733639,46.84385763,900,0.357794709,131.3268571,46.936,900
164,wildtype-only,0.358488073,131.7276941,47.0023175,900,0.248141366,189.1737629,46.84349827,900,0.357272996,131.7151096,46.94002307,900
165,wildtype-only,0.358462561,131.7508651,47.0011534,900,0.248084385,189.2411022,46.84385763,900,0.357430897,131.6390805,46.94252874,900
166,wildtype-only,0.358245144,131.8415614,47,900,0.247990902,189.3685419,46.84845006,900,0.357585105,131.5552995,46.94124424,900
167,wildtype-only,0.358357509,131.812212,47.00230415,900,0.248040354,189.2924312,46.84174312,900,0.35763453,131.5402299,46.94252874,900
168,wildtype-only,0.358215853,131.8758621,46.99885057,899,0.248047905,189.3528064,46.84879725,900,0.357544782,131.5750286,46.94387171,900
169,wildtype-only,0.358152146,131.9231651,47,900,0.24773303,189.6093929,46.82703322,899,0.357437465,131.6323024,46.94616266,900
170,wildtype-only,0.358194245,132.0103211,46.99541284,900,0.247876741,189.5657143,46.84914286,899,0.357594982,131.547235,46.94354839,900
171,wildtype-only,0.357605356,132.7090493,47.00572738,900,0.24814274,189.4134396,46.87243736,900,0.357465473,131.6527778,46.94675926,900
172,wildtype-only,0.357926109,132.4365714,46.99885714,900,0.247891561,189.6517755,46.86483391,900,0.357299956,131.8612717,46.95144509,900
173,wildtype-only,0.357801902,132.2868571,46.98742857,900,0.24790637,189.6601607,46.86911596,900,0.357312238,131.8531792,46.95028902,900
174,wildtype-only,0.357124944,132.8333333,46.98735632,900,0.247911485,189.6517241,46.86781609,900,0.357198456,131.8703704,46.94675926,900
175,wildtype-only,0.356556367,133.125576,46.98847926,900,0.2476401,189.8430699,46.84765178,899,0.357758503,131.5052144,46.94669757,900
176,wildtype-only,0.356197734,133.5506912,46.98156682,900,0.24776669,189.6784897,46.84897025,899,0.357603724,131.5866051,46.94803695,900
177,wildtype-only,0.356915593,132.891055,46.98165138,900,0.24773281,189.6399083,46.83486239,899,0.357740021,131.4391657,46.93626883,900
178,wildtype-only,0.356793476,133.1261468,46.97591743,900,0.2477084,189.6153846,46.82433984,900,0.357603727,131.5614849,46.94779582,900
179,wildtype-only,0.356830977,133.125,46.9793578,900,0.247477032,190.0125142,46.83503982,900,0.35748864,131.7064965,46.93967517,900
180,wildtype-only,0.356998271,132.7344828,46.96781609,900,0.247633602,189.8301246,46.8380521,900,0.357554767,131.6747967,46.94076655,900
181,wildtype-only,0.356833976,132.8998849,46.95627158,900,0.247510775,189.9398411,46.83087401,900,0.357309537,131.6774566,46.91213873,900
182,wildtype-only,0.356778924,132.9942263,46.95034642,900,0.247479432,190.0623583,46.84580499,900,0.357472779,131.6082949,46.91705069,900
183,wildtype-only,0.356667509,133.0554273,46.95034642,900,0.247872023,189.6943182,46.86477273,900,0.357612974,131.433832,46.91254315,900
184,wildtype-only,0.356648191,133.1829689,46.95972382,900,0.247957051,189.4488636,46.83863636,900,0.357388522,131.566628,46.91541136,900
185,wildtype-only,0.356864741,133.2002301,46.9689298,900,0.247947686,189.5870307,46.86120592,900,0.357309523,131.5715935,46.90646651,900
186,wildtype-only,0.357540459,132.730725,46.9712313,900,0.247948313,189.5820046,46.85990888,900,0.357080518,131.7880184,46.90552995,900
187,wildtype-only,0.35812646,132.0344828,46.96896552,899,0.248117261,189.4908676,46.87899543,900,0.357142139,131.7845622,46.9124424,899
188,wildtype-only,0.358184645,131.8478261,46.95308924,898,0.248076408,189.4834664,46.8700114,900,0.356880339,131.9493088,46.89516129,899
189,wildtype-only,0.358016705,131.928,46.95314286,899,0.24804801,189.4612756,46.85990888,900,0.356532489,132.1970218,46.88316151,900
190,wildtype-only,0.35794478,131.8917995,46.98519362,900,0.24801477,189.5370582,46.8631699,900,0.356174321,132.3528064,46.88316151,900
191,wildtype-only,0.358279155,131.6245734,46.98521047,900,0.247663497,190.0808656,46.88382688,900,0.356356382,132.2237601,46.89619377,900
192,wildtype-only,0.358091778,131.8437856,46.99087799,900,0.247431498,190.2056818,46.85454545,900,0.356637497,132.116092,46.90344828,900
193,wildtype-only,0.358123206,131.826484,46.98744292,900,0.247721073,189.9183673,46.86507937,900,0.356593416,132.2096774,46.91820276,900
194,wildtype-only,0.358275157,131.7394767,46.98407281,900,0.247793983,189.9275198,46.8810872,900,0.356754531,131.9003436,46.88774341,900
